"Age" "Educ" "Hours" "Sex" "TVHours" "Happy" "MEduc" "FEduc" "Marital" "Sibs" "Work" "Zodiac" "Income"
29 16 52 "Female" 1 "Pretty Happy" 14 16 "Married" 5 "Fulltime" "Scorpio" 110000
36 16 55 "Male" 2 "Pretty Happy" 12 12 "Married" 6 "Fulltime" "Sagittarius" 110000
46 12 47 "Male" 1 "Pretty Happy" 12 12 "Married" 3 "Other" "Virgo" 37500
21 12 60 "Female" 0 "Pretty Happy" 12 12 "Never Married" 0 "Fulltime" "Aquarius" 27500
26 17 45 "Male" 1 "Pretty Happy" 12 12 "Never Married" 2 "Fulltime" "Gemini" 82500
29 16 40 "Male" 3 "Pretty Happy" 12 16 "Never Married" 2 "Fulltime" "Cancer" 32500
32 12 45 "Female" 3 "Pretty Happy" 14 12 "Never Married" 3 "Fulltime" "Gemini" 45000
39 12 50 "Male" 3 "Pretty Happy" 12 8 "Married" 4 "Fulltime" "Capricorn" 55000
20 13 20 "Male" 3 "Pretty Happy" 16 16 "Never Married" 3 "Parttime" "Capricorn" 4500
40 16 85 "Female" 3 "Pretty Happy" 12 12 "Never Married" 6 "Fulltime" "Virgo" 37500
30 14 40 "Female" 2 "Pretty Happy" 16 16 "Never Married" 2 "Fulltime" "Virgo" 27500
20 12 18 "Female" 3 "Very Happy" 20 12 "Never Married" 2 "Parttime" "Aries" 2000
43 14 40 "Male" 3 "Very Happy" 12 12 "Divorced" 5 "Fulltime" "Libra" 7500
58 15 40 "Male" 0 "Very Happy" 9 8 "Never Married" 3 "Fulltime" "Libra" 27500
45 14 60 "Female" 4 "Very Happy" 12 12 "Never Married" 4 "Not Working" "Aries" 45000
69 14 45 "Female" 3 "Not Too Happy" 3 12 "Married" 6 "Parttime" "Scorpio" 82500
30 17 40 "Female" 5 "Pretty Happy" 15 16 "Married" 0 "Fulltime" "Virgo" 55000
32 13 40 "Female" 3 "Pretty Happy" 12 14 "Never Married" 6 "Fulltime" "Gemini" 18750
43 12 40 "Female" 3 "Pretty Happy" 15 16 "Widowed" 6 "Fulltime" "Leo" 32500
25 10 40 "Female" 4 "Not Too Happy" 11 13 "Never Married" 2 "Fulltime" "Gemini" 21250
77 12 48 "Female" 3 "Pretty Happy" 8 8 "Widowed" 2 "Housekeeping" "Libra" 45000
70 12 25 "Female" 2 "Very Happy" 10 8 "Widowed" 1 "Housekeeping" "Pisces" 37500
28 14 40 "Female" 2 "Pretty Happy" 12 12 "Divorced" 1 "Fulltime" "Leo" 45000
36 16 48 "Female" 2 "Very Happy" 13 20 "Divorced" 2 "Fulltime" "Libra" 67500
57 14 41 "Male" 5 "Very Happy" 8 8 "Married" 4 "Retired" "Sagittarius" 67500
53 15 40 "Female" 0 "Pretty Happy" 16 16 "Divorced" 1 "Fulltime" "Leo" 32500
34 12 60 "Male" 2 "Very Happy" 12 9 "Married" 1 "Fulltime" "Taurus" 67500
30 16 40 "Female" 3 "Pretty Happy" 13 14 "Married" 0 "Fulltime" "Libra" 55000
55 12 46 "Female" 5 "Very Happy" 12 12 "Married" 2 "Housekeeping" "Capricorn" 67500
29 18 60 "Male" 2 "Pretty Happy" 20 20 "Never Married" 1 "Fulltime" "Aquarius" 67500
44 16 20 "Female" 3 "Very Happy" 11 13 "Never Married" 5 "Parttime" "Gemini" 37500
49 18 40 "Male" 3 "Pretty Happy" 12 14 "Divorced" 1 "Fulltime" "Leo" 37500
31 12 40 "Male" 3 "Not Too Happy" 13 11 "Separated" 11 "Fulltime" "Scorpio" 55000
66 8 40 "Female" 2 "Pretty Happy" 12 8 "Widowed" 8 "Fulltime" "Gemini" 23750
47 12 89 "Female" 8 "Pretty Happy" 7 8 "Separated" 2 "Fulltime" "Libra" 5500
30 12 40 "Female" 3 "Very Happy" 12 12 "Never Married" 2 "Fulltime" "Sagittarius" 32500
49 15 50 "Male" 2 "Very Happy" 12 12 "Married" 1 "Fulltime" "Sagittarius" 110000
64 17 7 "Female" 3 "Very Happy" 4 3 "Married" 0 "Parttime" "Scorpio" 67500
30 14 50 "Male" 2 "Very Happy" 16 16 "Married" 2 "Fulltime" "Cancer" 67500
63 19 8 "Female" 4 "Very Happy" 12 8 "Married" 3 "Parttime" "Capricorn" 67500
63 14 40 "Female" 5 "Very Happy" 12 10 "Divorced" 1 "Fulltime" "Cancer" 1e+05
62 11 19 "Female" 6 "Very Happy" 9 7 "Married" 7 "Parttime" "Taurus" 37500
37 13 50 "Female" 2 "Very Happy" 9 10 "Never Married" 2 "Fulltime" "Taurus" 32500
44 16 48 "Female" 0 "Pretty Happy" 14 12 "Married" 7 "Fulltime" "Gemini" 110000
60 12 45 "Male" 4 "Very Happy" 12 12 "Married" 0 "Fulltime" "Sagittarius" 1e+05
61 16 70 "Male" 1 "Pretty Happy" 12 16 "Separated" 1 "Fulltime" "Aquarius" 67500
34 16 43 "Male" 1 "Very Happy" 12 16 "Married" 1 "Fulltime" "Libra" 1e+05
38 14 60 "Male" 1 "Pretty Happy" 12 4 "Separated" 2 "Not Working" "Sagittarius" 32500
83 11 34 "Female" 2 "Very Happy" 7 7 "Never Married" 1 "Retired" "Libra" 16250
32 14 39 "Female" 2 "Pretty Happy" 14 10 "Never Married" 1 "Housekeeping" "Taurus" 18750
33 13 55 "Male" 3 "Pretty Happy" 13 12 "Married" 2 "Fulltime" "Pisces" 27500
44 18 40 "Male" 3 "Very Happy" 12 7 "Divorced" 3 "Fulltime" "Gemini" 67500
48 12 80 "Female" 3 "Pretty Happy" 12 12 "Divorced" 4 "Fulltime" "Virgo" 13750
53 14 40 "Female" 2 "Very Happy" 12 12 "Never Married" 3 "Fulltime" "Gemini" 55000
39 17 40 "Female" 2 "Very Happy" 12 8 "Never Married" 8 "Fulltime" "Virgo" 24013233
32 12 40 "Male" 3 "Pretty Happy" 15 18 "Married" 4 "Fulltime" "Scorpio" 67500
24 16 40 "Female" 2 "Pretty Happy" 16 18 "Never Married" 1 "Fulltime" "Libra" 45000
47 18 40 "Female" 0 "Pretty Happy" 12 8 "Never Married" 3 "Fulltime" "Scorpio" 67500
41 14 40 "Female" 1 "Pretty Happy" 14 13 "Divorced" 6 "Fulltime" "Sagittarius" 55000
45 14 40 "Female" 5 "Pretty Happy" 8 6 "Divorced" 10 "Fulltime" "Scorpio" 45000
43 12 35 "Female" 6 "Pretty Happy" 8 9 "Never Married" 5 "Parttime" "Scorpio" 9000
33 15 40 "Female" 2 "Very Happy" 10 12 "Married" 3 "Fulltime" "Cancer" 67500
50 16 40 "Female" 3 "Pretty Happy" 12 8 "Divorced" 4 "Fulltime" "Aries" 37500
54 12 32 "Female" 6 "Very Happy" 12 12 "Married" 1 "Housekeeping" "Virgo" 82500
49 15 45 "Female" 3 "Very Happy" 8 9 "Divorced" 4 "Fulltime" "Libra" 18750
20 12 30 "Male" 3 "Pretty Happy" 16 17 "Never Married" 2 "Parttime" "Taurus" 23750
22 12 40 "Female" 2 "Pretty Happy" 15 12 "Never Married" 4 "School" "Libra" 27500
34 12 40 "Male" 1 "Pretty Happy" 14 14 "Married" 0 "Fulltime" "Virgo" 55000
27 14 45 "Male" 1 "Pretty Happy" 20 20 "Never Married" 1 "Fulltime" "Virgo" 27500
37 12 60 "Male" 2 "Very Happy" 17 17 "Divorced" 2 "Fulltime" "Gemini" 67500
74 12 72 "Male" 5 "Pretty Happy" 6 16 "Divorced" 2 "Fulltime" "Cancer" 55000
41 17 55 "Male" 2 "Very Happy" 12 12 "Never Married" 2 "Fulltime" "Aries" 45000
42 16 40 "Female" 2 "Very Happy" 12 16 "Divorced" 3 "Fulltime" "Scorpio" 67500
32 12 55 "Male" 3 "Very Happy" 12 12 "Married" 4 "Fulltime" "Taurus" 55000
40 20 60 "Male" 2 "Very Happy" 14 12 "Married" 3 "Fulltime" "Pisces" 37500
68 17 30 "Male" 0 "Very Happy" 13 6 "Widowed" 3 "Retired" "Aquarius" 27500
64 12 40 "Male" 4 "Very Happy" 8 3 "Married" 9 "Fulltime" "Capricorn" 37500
79 12 35 "Female" 4 "Very Happy" 12 6 "Widowed" 4 "Retired" "Aquarius" 16250
29 16 50 "Female" 0 "Pretty Happy" 16 12 "Divorced" 2 "Fulltime" "Taurus" 32500
21 14 65 "Male" 4 "Pretty Happy" 12 10 "Never Married" 4 "Fulltime" "Cancer" 27500
25 13 38 "Female" 2 "Pretty Happy" 16 16 "Married" 2 "Fulltime" "Cancer" 16250
25 12 50 "Male" 1 "Very Happy" 14 10 "Married" 2 "Fulltime" "Leo" 21250
60 6 53 "Male" 2 "Very Happy" 8 0 "Married" 10 "Housekeeping" "Pisces" 16250
51 15 42 "Female" 1 "Pretty Happy" 14 20 "Married" 0 "Fulltime" "Leo" 45000
43 14 50 "Male" 0 "Pretty Happy" 9 12 "Divorced" 1 "Fulltime" "Gemini" 55000
39 16 24 "Female" 2 "Very Happy" 12 8 "Never Married" 1 "Parttime" "Virgo" 1e+05
38 14 51 "Male" 3 "Pretty Happy" 16 12 "Married" 6 "Not Working" "Sagittarius" 27500
33 12 35 "Male" 1 "Very Happy" 8 8 "Never Married" 7 "Fulltime" "Sagittarius" 45000
44 16 40 "Female" 1 "Very Happy" 12 16 "Never Married" 3 "Fulltime" "Aries" 37500
50 12 40 "Female" 4 "Pretty Happy" 12 12 "Married" 2 "Fulltime" "Sagittarius" 9000
55 16 40 "Female" 2 "Pretty Happy" 7 5 "Married" 6 "Fulltime" "Libra" 67500
43 20 45 "Female" 2 "Pretty Happy" 16 12 "Divorced" 3 "Fulltime" "Cancer" 67500
35 12 47 "Male" 3 "Very Happy" 12 8 "Married" 3 "Fulltime" "Pisces" 55000
25 15 35 "Male" 1 "Pretty Happy" 18 18 "Never Married" 1 "Parttime" "Capricorn" 82500
46 14 40 "Male" 2 "Pretty Happy" 12 12 "Married" 3 "Fulltime" "Leo" 1e+05
55 12 47 "Female" 4 "Pretty Happy" 8 10 "Divorced" 2 "Fulltime" "Libra" 45000
43 13 46 "Female" 4 "Pretty Happy" 11 6 "Married" 1 "Not Working" "Taurus" 37500
59 12 56 "Female" 4 "Very Happy" 7 5 "Married" 5 "Housekeeping" "Gemini" 55000
68 12 59 "Female" 1 "Pretty Happy" 8 3 "Married" 3 "Retired" "Aquarius" 37500
52 16 24 "Female" 3 "Very Happy" 16 15 "Married" 2 "Parttime" "Libra" 110000
34 13 65 "Male" 1 "Very Happy" 16 12 "Widowed" 11 "Fulltime" "Leo" 82500
32 11 46 "Male" 3 "Very Happy" 10 6 "Married" 2 "Fulltime" "Scorpio" 37500
45 16 40 "Female" 3 "Pretty Happy" 8 11 "Divorced" 2 "Fulltime" "Libra" 55000
59 19 65 "Male" 2 "Very Happy" 16 11 "Married" 0 "Fulltime" "Virgo" 82500
79 11 29 "Female" 5 "Pretty Happy" 7 5 "Divorced" 4 "Retired" "Capricorn" 18750
50 16 37 "Female" 0 "Pretty Happy" 16 16 "Married" 3 "Fulltime" "Sagittarius" 55000
36 13 40 "Male" 2 "Very Happy" 12 14 "Married" 3 "Fulltime" "Capricorn" 55000
43 14 45 "Male" 3 "Very Happy" 14 6 "Married" 7 "Fulltime" "Pisces" 67500
35 12 54 "Male" 3 "Pretty Happy" 10 10 "Divorced" 4 "Fulltime" "Gemini" 32500
54 12 70 "Female" 0 "Pretty Happy" 8 1 "Married" 2 "Fulltime" "Aquarius" 500
45 12 40 "Male" 3 "Pretty Happy" 12 12 "Married" 2 "Fulltime" "Sagittarius" 1e+05
29 8 35 "Male" 3 "Pretty Happy" 8 11 "Divorced" 2 "Parttime" "Libra" 32500
79 11 49 "Female" 3 "Pretty Happy" 6 6 "Widowed" 7 "Retired" "Cancer" 11250
68 8 35 "Male" 2 "Very Happy" 8 8 "Married" 9 "Retired" "Pisces" 6500
25 17 16 "Male" 3 "Pretty Happy" 16 20 "Never Married" 1 "Parttime" "Capricorn" 5500
24 16 69 "Female" 1 "Pretty Happy" 13 14 "Never Married" 3 "School" "Gemini" 16250
39 20 80 "Male" 1 "Pretty Happy" 16 16 "Widowed" 1 "Fulltime" "Aries" 82500
22 15 16 "Male" 6 "Not Too Happy" 12 14 "Never Married" 3 "School" "Libra" 7500
44 18 45 "Female" 3 "Pretty Happy" 12 8 "Never Married" 7 "Fulltime" "Gemini" 27500
46 12 40 "Male" 4 "Very Happy" 12 12 "Married" 3 "Fulltime" "Capricorn" 55000
37 12 4 "Female" 14 "Pretty Happy" 12 3 "Married" 8 "Parttime" "Aquarius" 11250
51 16 40 "Male" 3 "Pretty Happy" 12 13 "Never Married" 1 "Fulltime" "Leo" 18750
26 19 22 "Male" 3 "Pretty Happy" 14 20 "Never Married" 2 "Parttime" "Cancer" 23750
42 12 89 "Male" 1 "Pretty Happy" 11 6 "Married" 0 "Fulltime" "Cancer" 82500
63 7 15 "Male" 6 "Pretty Happy" 3 3 "Married" 5 "Retired" "Taurus" 9000
52 5 15 "Male" 4 "Pretty Happy" 5 2 "Never Married" 1 "Parttime" "Cancer" 6500
32 12 8 "Female" 3 "Very Happy" 8 8 "Married" 5 "Parttime" "Libra" 45000
46 12 40 "Female" 3 "Very Happy" 12 12 "Married" 6 "Fulltime" "Libra" 67500
31 13 40 "Female" 1 "Very Happy" 13 10 "Married" 4 "Fulltime" "Capricorn" 32500
20 12 40 "Female" 2 "Pretty Happy" 11 8 "Married" 5 "Fulltime" "Cancer" 7500
50 12 47 "Male" 4 "Pretty Happy" 3 5 "Divorced" 6 "Fulltime" "Libra" 45000
45 13 23 "Female" 15 "Pretty Happy" 16 12 "Married" 3 "Housekeeping" "Pisces" 11250
25 12 80 "Male" 12 "Very Happy" 12 12 "Divorced" 3 "Fulltime" "Aries" 23750
46 18 40 "Female" 3 "Pretty Happy" 12 12 "Married" 2 "Fulltime" "Leo" 67500
73 14 20 "Female" 4 "Very Happy" 7 5 "Never Married" 2 "Parttime" "Virgo" 13750
49 8 19 "Female" 4 "Not Too Happy" 9 10 "Never Married" 8 "Housekeeping" "Taurus" 9000
79 4 33 "Female" 1 "Not Too Happy" 8 0 "Widowed" 2 "Housekeeping" "Sagittarius" 4500
27 14 40 "Female" 1 "Very Happy" 12 12 "Separated" 2 "Fulltime" "Libra" 13750
28 13 55 "Male" 2 "Very Happy" 12 12 "Married" 2 "Fulltime" "Pisces" 37500
49 12 60 "Male" 3 "Very Happy" 6 6 "Married" 3 "Fulltime" "Virgo" 1e+05
35 15 50 "Male" 3 "Very Happy" 12 12 "Married" 3 "Fulltime" "Capricorn" 37500
43 12 40 "Male" 3 "Pretty Happy" 12 11 "Divorced" 3 "Fulltime" "Gemini" 45000
41 12 40 "Male" 3 "Very Happy" 8 8 "Married" 4 "Fulltime" "Leo" 55000
45 12 40 "Male" 2 "Pretty Happy" 11 11 "Married" 3 "Fulltime" "Pisces" 32500
23 12 45 "Female" 2 "Very Happy" 12 12 "Married" 1 "Fulltime" "Aquarius" 32500
34 12 55 "Female" 2 "Not Too Happy" 14 12 "Divorced" 7 "Housekeeping" "Aquarius" 6500
20 10 26 "Male" 5 "Pretty Happy" 12 8 "Never Married" 3 "Parttime" "Virgo" 82500
27 10 37 "Male" 2 "Pretty Happy" 13 12 "Married" 1 "Fulltime" "Virgo" 18750
34 16 40 "Female" 2 "Very Happy" 12 12 "Married" 2 "Fulltime" "Aquarius" 67500
58 13 48 "Female" 2 "Pretty Happy" 8 12 "Married" 4 "Housekeeping" "Capricorn" 67500
32 16 45 "Female" 1 "Pretty Happy" 14 16 "Married" 2 "Fulltime" "Capricorn" 1e+05
37 14 40 "Male" 2 "Pretty Happy" 11 12 "Married" 6 "Fulltime" "Leo" 67500
34 14 12 "Female" 1 "Very Happy" 12 9 "Married" 5 "Parttime" "Cancer" 45000
35 14 40 "Male" 2 "Very Happy" 16 19 "Married" 2 "Fulltime" "Cancer" 82500
39 16 40 "Female" 1 "Pretty Happy" 16 17 "Married" 4 "Fulltime" "Taurus" 1e+05
47 13 45 "Male" 2 "Pretty Happy" 14 16 "Married" 5 "Fulltime" "Taurus" 1e+05
52 12 40 "Female" 3 "Very Happy" 12 8 "Married" 6 "Fulltime" "Libra" 67500
43 15 40 "Male" 2 "Pretty Happy" 12 12 "Married" 5 "Fulltime" "Scorpio" 67500
29 15 20 "Female" 1 "Pretty Happy" 12 16 "Married" 4 "Parttime" "Taurus" 45000
50 15 50 "Female" 4 "Pretty Happy" 12 10 "Married" 2 "Fulltime" "Aries" 67500
57 12 32 "Female" 4 "Very Happy" 12 11 "Married" 5 "Housekeeping" "Taurus" 27500
62 12 40 "Male" 3 "Pretty Happy" 8 12 "Married" 1 "Fulltime" "Sagittarius" 21250
57 18 15 "Male" 2 "Very Happy" 12 8 "Married" 0 "Not Working" "Capricorn" 45000
28 14 40 "Male" 1 "Very Happy" 14 16 "Married" 2 "Fulltime" "Taurus" 45000
31 13 40 "Female" 4 "Pretty Happy" 10 8 "Never Married" 9 "Fulltime" "Scorpio" 6500
27 10 60 "Male" 2 "Pretty Happy" 4 12 "Married" 1 "Fulltime" "Libra" 45000
48 12 52 "Female" 3 "Very Happy" 12 12 "Married" 4 "Fulltime" "Libra" 21250
43 12 20 "Female" 1 "Very Happy" 12 14 "Married" 3 "Fulltime" "Virgo" 55000
37 12 69 "Female" 4 "Pretty Happy" 10 8 "Divorced" 1 "Housekeeping" "Sagittarius" 3500
41 12 52 "Female" 10 "Pretty Happy" 10 16 "Divorced" 4 "Fulltime" "Libra" 13750
49 12 51 "Female" 3 "Not Too Happy" 12 8 "Married" 4 "Fulltime" "Scorpio" 27500
83 13 44 "Male" 5 "Pretty Happy" 12 14 "Widowed" 6 "Retired" "Libra" 16250
44 15 40 "Male" 3 "Pretty Happy" 12 6 "Married" 3 "Fulltime" "Libra" 55000
64 12 39 "Female" 4 "Very Happy" 8 10 "Married" 1 "Housekeeping" "Leo" 27500
74 12 63 "Female" 3 "Pretty Happy" 12 8 "Married" 5 "Retired" "Cancer" 23750
69 10 11 "Female" 5 "Pretty Happy" 8 8 "Married" 7 "Housekeeping" "Taurus" 16250
52 16 50 "Male" 4 "Pretty Happy" 12 12 "Never Married" 6 "Fulltime" "Gemini" 16250
71 16 76 "Female" 3 "Pretty Happy" 13 6 "Widowed" 4 "Housekeeping" "Pisces" 18750
20 11 30 "Male" 2 "Not Too Happy" 12 14 "Never Married" 3 "Parttime" "Gemini" 32500
67 13 47 "Female" 1 "Not Too Happy" 12 8 "Married" 4 "Housekeeping" "Virgo" 55000
40 18 50 "Female" 3 "Very Happy" 8 8 "Never Married" 3 "Fulltime" "Gemini" 45000
51 14 70 "Male" 1 "Pretty Happy" 8 8 "Married" 3 "Fulltime" "Scorpio" 67500
43 16 45 "Female" 2 "Pretty Happy" 16 8 "Never Married" 2 "Fulltime" "Cancer" 32500
46 12 70 "Male" 1 "Very Happy" 12 8 "Married" 2 "Fulltime" "Aries" 27500
59 12 40 "Male" 3 "Not Too Happy" 2 8 "Divorced" 3 "Fulltime" "Taurus" 32500
50 16 56 "Male" 2 "Very Happy" 12 13 "Separated" 4 "Fulltime" "Sagittarius" 37500
50 12 38 "Female" 3 "Very Happy" 2 7 "Divorced" 3 "Fulltime" "Taurus" 27500
41 12 37 "Female" 4 "Very Happy" 0 0 "Married" 4 "Parttime" "Cancer" 55000
38 14 40 "Male" 1 "Pretty Happy" 12 8 "Married" 2 "Fulltime" "Capricorn" 45000
20 12 7 "Female" 2 "Pretty Happy" 13 14 "Never Married" 2 "School" "Leo" 16250
23 13 40 "Female" 2 "Pretty Happy" 13 13 "Never Married" 2 "Fulltime" "Aquarius" 32500
54 15 23 "Female" 2 "Not Too Happy" 10 8 "Never Married" 3 "Not Working" "Aquarius" 9000
25 12 30 "Male" 7 "Pretty Happy" 12 12 "Never Married" 4 "Laid Off" "Libra" 55000
30 12 43 "Female" 3 "Very Happy" 12 16 "Separated" 0 "Fulltime" "Scorpio" 500
23 13 40 "Female" 0 "Pretty Happy" 2 10 "Never Married" 1 "Fulltime" "Taurus" 27500
69 15 65 "Male" 2 "Very Happy" 12 11 "Married" 5 "Parttime" "Capricorn" 37500
24 13 43 "Female" 3 "Very Happy" 16 16 "Married" 2 "Fulltime" "Capricorn" 45000
38 16 70 "Male" 6 "Not Too Happy" 16 12 "Never Married" 8 "Fulltime" "Aries" 110000
54 12 69 "Female" 8 "Not Too Happy" 10 3 "Divorced" 12 "Retired" "Capricorn" 23750
57 15 38 "Male" 3 "Pretty Happy" 12 12 "Married" 2 "Fulltime" "Cancer" 67500
38 16 40 "Female" 3 "Pretty Happy" 12 8 "Divorced" 3 "Fulltime" "Libra" 23750
55 10 45 "Female" 3 "Pretty Happy" 8 2 "Separated" 5 "Parttime" "Cancer" 13750
61 12 20 "Male" 1 "Pretty Happy" 8 7 "Never Married" 6 "Parttime" "Virgo" 24685216
57 12 30 "Male" 2 "Very Happy" 7 4 "Married" 5 "Parttime" "Cancer" 67500
26 13 28 "Female" 2 "Pretty Happy" 11 10 "Married" 13 "School" "Capricorn" 45000
58 16 30 "Male" 3 "Pretty Happy" 11 16 "Married" 5 "Parttime" "Capricorn" 82500
68 15 43 "Male" 2 "Very Happy" 9 8 "Married" 2 "Fulltime" "Virgo" 45000
52 12 44 "Female" 2 "Pretty Happy" 12 12 "Married" 6 "Fulltime" "Cancer" 67500
36 20 40 "Female" 4 "Pretty Happy" 11 8 "Divorced" 3 "Fulltime" "Taurus" 500
69 12 41 "Female" 8 "Very Happy" 12 6 "Married" 6 "Retired" "Scorpio" 16250
19 11 32 "Male" 4 "Pretty Happy" 12 10 "Never Married" 2 "Parttime" "Taurus" 8352101
33 12 48 "Female" 3 "Very Happy" 12 14 "Divorced" 3 "Parttime" "Aries" 13750
35 15 52 "Male" 3 "Pretty Happy" 11 12 "Never Married" 4 "Fulltime" "Leo" 23750
46 16 40 "Female" 2 "Very Happy" 12 12 "Never Married" 3 "Fulltime" "Taurus" 32500
56 12 40 "Male" 2 "Very Happy" 12 8 "Married" 5 "Fulltime" "Leo" 110000
63 13 35 "Female" 2 "Very Happy" 8 8 "Married" 3 "Retired" "Capricorn" 18750
43 12 40 "Male" 2 "Pretty Happy" 12 18 "Married" 1 "Fulltime" "Sagittarius" 67500
21 14 60 "Male" 2 "Pretty Happy" 12 12 "Married" 1 "Fulltime" "Libra" 16250
48 19 60 "Male" 0 "Pretty Happy" 19 15 "Married" 2 "Fulltime" "Gemini" 82500
22 12 40 "Male" 2 "Pretty Happy" 14 12 "Married" 1 "Parttime" "Sagittarius" 18750
32 15 41 "Female" 1 "Pretty Happy" 17 17 "Married" 1 "Fulltime" "Gemini" 18750
32 14 38 "Female" 3 "Very Happy" 12 11 "Married" 3 "Fulltime" "Cancer" 23750
68 12 20 "Male" 12 "Not Too Happy" 10 8 "Widowed" 13 "Retired" "Capricorn" 6500
45 12 45 "Female" 4 "Pretty Happy" 12 12 "Married" 4 "Housekeeping" "Leo" 45000
53 13 35 "Female" 1 "Very Happy" 12 12 "Married" 3 "Fulltime" "Aquarius" 28091309
45 16 40 "Male" 2 "Very Happy" 14 12 "Married" 4 "Fulltime" "Capricorn" 1e+05
39 13 35 "Male" 2 "Pretty Happy" 13 12 "Married" 3 "Fulltime" "Pisces" 32500
66 12 20 "Male" 3 "Pretty Happy" 14 16 "Never Married" 2 "Parttime" "Aries" 16250
29 12 46 "Female" 3 "Pretty Happy" 12 9 "Married" 2 "Fulltime" "Virgo" 45000
64 16 40 "Female" 3 "Very Happy" 13 13 "Widowed" 1 "Fulltime" "Capricorn" 37500
38 12 50 "Male" 1 "Pretty Happy" 10 12 "Divorced" 3 "Fulltime" "Aries" 45000
54 16 89 "Male" 3 "Very Happy" 12 8 "Married" 2 "Fulltime" "Scorpio" 67500
35 16 35 "Female" 3 "Not Too Happy" 12 2 "Never Married" 8 "Fulltime" "Aquarius" 27500
83 12 29 "Female" 5 "Not Too Happy" 8 12 "Widowed" 1 "Retired" "Aries" 11250
31 12 55 "Male" 1 "Very Happy" 14 12 "Married" 3 "Fulltime" "Cancer" 45000
19 9 45 "Male" 0 "Very Happy" 9 9 "Never Married" 6 "Fulltime" "Sagittarius" 32500
40 15 80 "Female" 2 "Pretty Happy" 15 12 "Married" 3 "Fulltime" "Aries" 32500
48 12 40 "Female" 2 "Very Happy" 12 11 "Married" 1 "Fulltime" "Scorpio" 1221147
60 9 52 "Female" 4 "Pretty Happy" 6 6 "Married" 11 "Housekeeping" "Capricorn" 27500
27 16 45 "Male" 3 "Very Happy" 14 12 "Never Married" 1 "Parttime" "Scorpio" 9000
48 20 42 "Female" 2 "Pretty Happy" 10 19 "Never Married" 1 "Fulltime" "Aquarius" 21250
31 14 54 "Female" 2 "Very Happy" 14 12 "Married" 1 "Housekeeping" "Gemini" 37500
45 10 40 "Female" 1 "Very Happy" 8 9 "Married" 4 "Fulltime" "Gemini" 67500
42 11 21 "Male" 2 "Pretty Happy" 8 8 "Married" 10 "Not Working" "Libra" 13750
30 10 31 "Male" 3 "Very Happy" 10 12 "Never Married" 6 "Fulltime" "Scorpio" 11250
68 17 13 "Female" 2 "Pretty Happy" 12 10 "Never Married" 9 "Housekeeping" "Leo" 18750
30 12 48 "Male" 5 "Pretty Happy" 11 9 "Married" 0 "Fulltime" "Libra" 45000
21 9 20 "Male" 3 "Not Too Happy" 11 9 "Never Married" 6 "Parttime" "Libra" 2000
36 13 48 "Female" 2 "Pretty Happy" 12 10 "Married" 2 "Fulltime" "Aquarius" 67500
39 14 40 "Female" 4 "Pretty Happy" 3 4 "Married" 6 "Fulltime" "Pisces" 67500
19 12 46 "Male" 2 "Pretty Happy" 12 12 "Never Married" 0 "School" "Virgo" 82500
54 12 47 "Female" 4 "Pretty Happy" 12 6 "Married" 1 "Other" "Pisces" 55000
36 16 50 "Female" 0 "Very Happy" 16 14 "Married" 3 "Fulltime" "Aquarius" 82500
35 12 54 "Male" 2 "Pretty Happy" 12 12 "Divorced" 2 "Fulltime" "Scorpio" 32500
58 18 40 "Female" 2 "Pretty Happy" 10 13 "Divorced" 2 "Fulltime" "Leo" 45000
35 16 50 "Female" 0 "Very Happy" 12 16 "Married" 2 "Fulltime" "Cancer" 67500
54 20 55 "Female" 3 "Pretty Happy" 10 11 "Divorced" 2 "Fulltime" "Gemini" 55000
59 16 40 "Female" 3 "Very Happy" 15 12 "Married" 1 "Fulltime" "Taurus" 1e+05
72 13 51 "Male" 3 "Very Happy" 9 6 "Married" 6 "Retired" "Taurus" 37500
58 17 24 "Male" 3 "Not Too Happy" 12 14 "Divorced" 0 "Fulltime" "Taurus" 55000
25 17 50 "Male" 3 "Pretty Happy" 16 14 "Never Married" 2 "Fulltime" "Leo" 13750
72 10 36 "Female" 0 "Very Happy" 4 3 "Married" 6 "Housekeeping" "Cancer" 16250
43 12 48 "Female" 3 "Pretty Happy" 10 4 "Married" 3 "Fulltime" "Aries" 45000
27 12 19 "Female" 0 "Pretty Happy" 12 14 "Married" 2 "Housekeeping" "Virgo" 23750
74 12 69 "Female" 4 "Very Happy" 10 10 "Married" 2 "Housekeeping" "Libra" 13750
54 17 60 "Female" 0 "Very Happy" 12 12 "Married" 3 "Fulltime" "Capricorn" 67500
23 14 38 "Female" 3 "Pretty Happy" 15 14 "Never Married" 2 "Fulltime" "Cancer" 3500
69 16 80 "Male" 2 "Pretty Happy" 14 15 "Widowed" 2 "Fulltime" "Aquarius" 37500
39 16 45 "Female" 1 "Very Happy" 16 20 "Divorced" 7 "Fulltime" "Pisces" 67500
29 17 50 "Male" 1 "Very Happy" 12 12 "Married" 2 "Fulltime" "Pisces" 27500
58 16 33 "Female" 3 "Pretty Happy" 16 16 "Never Married" 2 "Fulltime" "Capricorn" 16250
53 18 40 "Male" 2 "Pretty Happy" 14 20 "Married" 5 "Fulltime" "Aries" 26529898
